age,prior_programming_experience,weeks_in_course,hours_spent_learning_per_week,practice_problems_solved,projects_completed,tutorial_videos_watched,uses_kaggle,participates_in_discussion_forums,debugging_sessions_per_week,self_reported_confidence_python,final_exam_score
1.6498310724772016,0,0.9114352975771044,1.7632192488599387,0.021093455608190412,-0.7373653913924562,-2.5533791100278904,0,1,-0.43148407341587075,1.5375326782679288,1
-0.4730233826256979,1,-0.7325656659823955,0.22376075925103217,1.4531644322177253,-0.7373653913924562,0.5080817863755805,0,0,0.46143224722476694,-0.8827699805140067,1
-1.0921892653640435,0,-0.9674229464908954,-0.4946532025664579,0.5418465380116576,-0.018545407228180488,0.024693223785558886,1,0,-0.8779422337361896,1.5375326782679288,1
1.6498310724772016,1,0.44172073656010447,0.46323207985686216,0.5418465380116576,-1.456185375556732,-0.780954380531144,0,1,-0.8779422337361896,-0.8827699805140067,0
-0.8268324584761811,0,-1.2022802269993955,-2.4104237674130973,-1.020412709198744,-0.7373653913924562,-2.231120068301209,0,0,0.0149740869044481,0.15450258753539423,0
-0.8268324584761811,0,-0.2628511049653955,0.6684932118047163,0.021093455608190412,-0.7373653913924562,0.34695226551224,1,1,0.46143224722476694,-0.8827699805140067,0
0.3230470380378895,1,-0.2628511049653955,1.0105950983844734,-0.2392830855935432,0.7002745769360952,1.1525998698289428,0,0,-1.3244003940565086,1.5375326782679288,1
0.3230470380378895,0,1.6160071391026043,0.15534038193508068,-0.36947135619440996,-0.7373653913924562,-0.9420839013944845,1,1,0.0149740869044481,-0.8827699805140067,0
-1.6229028791397684,1,-1.2022802269993955,-0.836755089146215,0.15128172620905722,-0.018545407228180488,0.9914703489656023,0,0,1.8008067281857236,-0.537012457830873,1
0.3230470380378895,1,1.1462925780856044,1.0105950983844734,0.15128172620905722,-0.7373653913924562,0.024693223785558886,0,0,-0.43148407341587075,-1.2285275031971403,0
1.5613788035145808,0,0.20686345605160447,-1.5551690509637046,1.583352702818592,-0.7373653913924562,-0.13643629707778168,0,1,0.46143224722476694,0.15450258753539423,0
0.05769023115002703,1,-0.2628511049653955,1.2842766076482792,1.3229761616168585,1.419094561100371,0.18582274464889945,0,0,1.3543485678654046,0.8460176329016615,2
0.14614250011264784,0,0.6765780170686044,-0.46044301390848197,-0.49965962679527676,-0.018545407228180488,0.18582274464889945,1,1,0.9078904075450859,-1.574285025880274,0
0.4114993070005103,0,-0.02799382445689552,-0.563073579882409,-1.1506009797996108,1.419094561100371,1.3137293906922836,0,0,0.46143224722476694,1.1917751555847953,1
0.5884038449257519,0,-0.4977083854738955,-1.1104365984100206,1.062599620415125,-0.018545407228180488,-0.9420839013944845,0,1,0.46143224722476694,-0.19125493514773942,0
-0.4730233826256979,0,1.6160071391026043,-0.7683347118302635,0.4116582674107908,-0.018545407228180488,-0.6198248596678034,0,1,1.8008067281857236,-1.574285025880274,0
1.47292653455196,1,-0.2628511049653955,0.6000728344887651,0.8022230792133912,0.7002745769360952,0.8303408281022617,0,1,0.0149740869044481,-1.2285275031971403,1
0.05769023115002703,0,-1.6719947880163955,0.8053339664366193,0.281469996809924,0.7002745769360952,-0.45869533880446284,1,1,-0.43148407341587075,0.15450258753539423,0
-1.0037369964014227,0,0.20686345605160447,1.3526969849642305,0.4116582674107908,-0.7373653913924562,1.474858911555624,0,0,-1.7708585543768274,-0.8827699805140067,0
-0.20766657573783542,0,0.44172073656010447,0.46323207985686216,-2.192107144606545,-0.7373653913924562,-0.9420839013944845,0,0,-1.3244003940565086,-1.574285025880274,0
-1.4459983412145268,1,-0.2628511049653955,-0.015710561354797852,0.15128172620905722,1.419094561100371,-1.2643429431211657,0,0,0.9078904075450859,0.5002601102185279,1
